time,state,q,residual,candidate,denominator,target,stagepeak,delta,first,corpeak,innerden
1.213086608473447402e-04,-1.409113551465305863e-07,1.512048851487984738e-06,1.281041336933170349e+00,-2.464043935875118718e-01,2.281041621706444200e+00,-2.464054602001915784e-01,4.210567358111764662e-06,-2.464145055946785901e-01,8.767906793560492629e-01,8.769663256601781809e-01,1.140520810853368205e+00
1.304718635917410377e-04,-1.517239347905524079e-07,-3.231631754417622709e-07,1.281041306185003670e+00,-2.464328024793074334e-01,2.281041590958246434e+00,-2.464352759760632117e-01,3.931626016668254900e-06,-2.464308581830091938e-01,8.767916193851730267e-01,8.769668427810359823e-01,1.140520795479269101e+00
1.405390771107243447e-04,-1.636032471851815278e-07,-4.420112617024435805e-06,1.281044748047274640e+00,-2.464209019710517645e-01,2.281045032824005059e+00,-2.464191313342191103e-01,4.376453043187765570e-06,-2.464148875410725192e-01,8.767988932606985975e-01,8.769747148658733060e-01,1.140522516412148413e+00
1.462373686870053124e-04,-1.703272314939148953e-07,2.318100499881870243e-06,1.281046639453174985e+00,-2.464102456114714568e-01,2.281046924231822093e+00,-2.464081833906841545e-01,3.682131319717079536e-06,-2.464163156747380679e-01,8.767960239047731807e-01,8.769706651963985466e-01,1.140523462116056930e+00
1.513768650899099944e-04,-1.763918374726889595e-07,7.755393732340311609e-06,1.281046312562934775e+00,-2.464006010571442029e-01,2.281046597341250592e+00,-2.464007863354083783e-01,7.801488811547793083e-06,-2.464170126671998973e-01,8.767926739745112164e-01,8.769673775321350506e-01,1.140523298670771180e+00
1.575984091697729380e-04,-1.837332597560449937e-07,1.220865069163055172e-06,1.281044354399375695e+00,-2.464121705854341593e-01,2.281044639175707101e+00,-2.464144358730338824e-01,5.749711481912462661e-06,-2.464193109235175427e-01,8.767882519973884126e-01,8.769628994432410174e-01,1.140522319587999656e+00
1.633137500962946473e-04,-1.904773622953564796e-07,-3.170951802286806707e-06,1.281044221388529802e+00,-2.464214485821565603e-01,2.281044506164726648e+00,-2.464217938801044061e-01,4.893308381303692683e-06,-2.464192544719891187e-01,8.767857505727499889e-01,8.769611335478971759e-01,1.140522253082509208e+00
1.711088140698183125e-04,-1.996755381177893404e-07,-4.510511680091099526e-06,1.281049859289914217e+00,-2.464252274126632059e-01,2.281050144071823826e+00,-2.464258813127005177e-01,4.537213405180823507e-06,-2.464193572613933292e-01,8.767850863310413523e-01,8.769603798060712219e-01,1.140525072036058019e+00
1.801431965236921897e-04,-2.103361097973971970e-07,1.527857647583781472e-06,1.281048913266430445e+00,-2.464276313973590427e-01,2.281049198047381932e+00,-2.464271796153106320e-01,3.773822071668925101e-06,-2.464244156316806045e-01,8.767849103756044649e-01,8.769605387682232189e-01,1.140524599023836405e+00
1.905463756443712283e-04,-2.226118615984441898e-07,6.716576050585924387e-06,1.281042530361649723e+00,-2.464057844081492532e-01,2.281042815136133051e+00,-2.464044991812562591e-01,6.762463331772821974e-06,-2.464142776509799515e-01,8.767950761546305927e-01,8.769707554319247089e-01,1.140521407568212409e+00
1.951984085431818119e-04,-2.281012606139497054e-07,-6.014455025748756145e-07,1.281042852940649679e+00,-2.464112895905962997e-01,2.281043137715459856e+00,-2.464135400613357840e-01,5.227075765848119235e-06,-2.464142350365873813e-01,8.767921619932714794e-01,8.769665805286994686e-01,1.140521568857875812e+00
2.008353518160405581e-04,-2.347528539110736745e-07,-1.022946659036182811e-05,1.281045872713096889e+00,-2.464250938497552779e-01,2.281046157490966397e+00,-2.464268320618954733e-01,1.024844551589445921e-05,-2.464162123566044083e-01,8.767865469215300189e-01,8.769613223937764435e-01,1.140523078745629304e+00
2.052816097543003573e-04,-2.399994384629056278e-07,-5.410643712531579753e-06,1.281048955073393669e+00,-2.464252565805573614e-01,2.281049239854386457e+00,-2.464245815749556701e-01,8.227005293038081542e-06,-2.464195022914099087e-01,8.767849697030205558e-01,8.769600062781525152e-01,1.140524619927339334e+00
2.105146910340961806e-04,-2.461744745895396067e-07,1.631730798575064323e-06,1.281051147804709966e+00,-2.464208695800982618e-01,2.281051432587925643e+00,-2.464199927838658932e-01,6.854049707181411525e-06,-2.464228448171299490e-01,8.767835971043385079e-01,8.769589869889221623e-01,1.140525716294108483e+00
2.151471818446064896e-04,-2.516408139367615096e-07,-1.201577779390637441e-06,1.281049198571169390e+00,-2.464212538449351286e-01,2.281049483352409535e+00,-2.464216184982141455e-01,6.127616915006405316e-06,-2.464227458889891587e-01,8.767857104852451178e-01,8.769617634186269717e-01,1.140524741676350651e+00
2.210575783369350450e-04,-2.586150820400679635e-07,-6.107223770032099360e-06,1.281042518071080272e+00,-2.464218393550559327e-01,2.281042802845550721e+00,-2.464216988279679943e-01,6.311814138016052657e-06,-2.464187523852493511e-01,8.767907361053497439e-01,8.769669074113872753e-01,1.140521401422921466e+00
2.300015902276124130e-04,-2.691690164354722890e-07,-4.960445525117316444e-06,1.281041893764049533e+00,-2.464185428376726161e-01,2.281042178537887821e+00,-2.464186631302827113e-01,5.669661980082672795e-06,-2.464140760303605016e-01,8.767960556317200282e-01,8.769716990413534141e-01,1.140521089269089794e+00
2.381668347141979855e-04,-2.788040052598473193e-07,-8.328104744669295145e-06,1.281043604618163023e+00,-2.464252665031231304e-01,2.281043889393734592e+00,-2.464259382610002325e-01,8.823126382669134482e-06,-2.464147873962780622e-01,8.767926186884554829e-01,8.769676282834574232e-01,1.140521944697013179e+00
2.423378576990358932e-04,-2.837258125497214333e-07,-6.968091815316832563e-06,1.281041758369991568e+00,-2.464253534994653438e-01,2.281042043143692855e+00,-2.464243457484658339e-01,8.361210731876771165e-06,-2.464153717783355846e-01,8.767920559930773017e-01,8.769673719359580844e-01,1.140521021571992311e+00
2.500010316823228561e-04,-2.927683581566240878e-07,7.283047854072904690e-06,1.281039566624503800e+00,-2.464158211227454875e-01,2.281039851395983309e+00,-2.464146346012158484e-01,9.171385689732414193e-06,-2.464249408632677163e-01,8.767903867840224352e-01,8.769654371740681631e-01,1.140519925698137760e+00
2.528396585401004718e-04,-2.961179379618523014e-07,7.696598882213088184e-06,1.281039141895029543e+00,-2.464134737425591748e-01,2.281039426666079617e+00,-2.464127941076874606e-01,7.801891318419123609e-06,-2.464238100486044747e-01,8.767894360353984951e-01,8.769647328027658784e-01,1.140519713333185692e+00
2.600098615184042610e-04,-3.045787777605490856e-07,2.697687892899203124e-06,1.281037952461224760e+00,-2.464092104213286560e-01,2.281038237231069132e+00,-2.464087135347332869e-01,6.556196937580299960e-06,-2.464154713871641034e-01,8.767902260893745137e-01,8.769656933094504003e-01,1.140519118615680449e+00
2.693424060549370674e-04,-3.155911806809686716e-07,-7.934095897954420234e-07,1.281045654868829820e+00,-2.464141700691438730e-01,2.281045939646478615e+00,-2.464152728777339041e-01,5.244178527958904237e-06,-2.464127194951544197e-01,8.767863813572864817e-01,8.769610174359773191e-01,1.140522969823385635e+00
2.771656608602934163e-04,-3.248226216568228560e-07,5.309809351814187451e-07,1.281052275032322774e+00,-2.464184943245625314e-01,2.281052559816679981e+00,-2.464186462845637804e-01,4.683509816570134657e-06,-2.464212834045521328e-01,8.767896463080819824e-01,8.769658035568458354e-01,1.140526279908486096e+00
2.864743385756146426e-04,-3.358068617216280081e-07,6.335950019330248243e-07,1.281048894168253849e+00,-2.464142334012882629e-01,2.281049178949185574e+00,-2.464133365407147613e-01,1.564977734063017942e-06,-2.464195113561114536e-01,8.767942873709936302e-01,8.769699849783760826e-01,1.140524589474738670e+00
2.993673627460975727e-04,-3.510206307373620179e-07,-4.687411952086577306e-06,1.281046781650767796e+00,-2.464148003799902231e-01,2.281047066429559234e+00,-2.464156244232248716e-01,5.219321654130639729e-06,-2.464179768320347574e-01,8.767985620089503440e-01,8.769741333444032172e-01,1.140523533214925278e+00
3.030201959348572966e-04,-3.553309740391464538e-07,-2.801002899948636649e-06,1.281047240640876161e+00,-2.464151964377969128e-01,2.281047525420132338e+00,-2.464143702899753985e-01,4.210369126526733772e-06,-2.464194597817569721e-01,8.767974677499182912e-01,8.769721986682722514e-01,1.140523762710212052e+00
3.103239990965568867e-04,-3.639494620465664110e-07,6.664172244099958548e-06,1.281046750223000741e+00,-2.464060329259689375e-01,2.281047035001759760e+00,-2.464052487704330163e-01,7.555295329703760501e-06,-2.464210320649257990e-01,8.767930931592647914e-01,8.769678559292922726e-01,1.140523517501025763e+00
3.160874034068495353e-04,-3.707502793496512442e-07,6.458784121204704354e-06,1.281044732862568925e+00,-2.464133420220476489e-01,2.281045017639284467e+00,-2.464151350662322215e-01,6.816910323744068655e-06,-2.464191217878159146e-01,8.767898271278498079e-01,8.769646772370481846e-01,1.140522508819787895e+00
3.269002911653972709e-04,-3.835094873085804186e-07,4.291995755195948901e-06,1.281045556199899238e+00,-2.464171927234228843e-01,2.281045840977448336e+00,-2.464166907407237261e-01,6.124844391203680916e-06,-2.464176713722687762e-01,8.767895368705671544e-01,8.769650863361128090e-01,1.140522920488870273e+00
3.394010734828963884e-04,-3.982604109049565797e-07,4.571612809715566417e-06,1.281053687516761075e+00,-2.464204321443015100e-01,2.281053972302549582e+00,-2.464205782752203755e-01,5.785936809514221803e-06,-2.464230467136410418e-01,8.767806261643462662e-01,8.769550531171227403e-01,1.140526986151420896e+00
3.444752915721499532e-04,-4.042479884361168206e-07,1.065367002323213949e-06,1.281053306146466841e+00,-2.464229254746121978e-01,2.281053590931868769e+00,-2.464238261374180061e-01,5.265045039851547629e-06,-2.464216661150438192e-01,8.767824380365258907e-01,8.769587142520188783e-01,1.140526795466080490e+00
3.500058608938083561e-04,-4.107740604371950784e-07,-4.784233676281237438e-06,1.281052288837356112e+00,-2.464281535988152028e-01,2.281052573621727309e+00,-2.464291207234504955e-01,5.837052814851649830e-06,-2.464198836371964685e-01,8.767876415455709838e-01,8.769639335380864376e-01,1.140526286811009760e+00
3.513544164370211624e-04,-4.123654502282564714e-07,-5.355596904771663756e-06,1.281052090455411241e+00,-2.389416188856677836e-01,2.281052375239581043e+00,-2.464290276777874322e-01,5.376713504722145119e-06,-2.464202708466712299e-01,8.767877531329585361e-01,8.769625726048505543e-01,1.140526187619936627e+00
3.600052002142270263e-04,-4.225777962753518443e-07,-2.764394435008612618e-06,1.281051337606416318e+00,-2.393841260481495703e-01,2.281051622389823841e+00,-2.464254749963059044e-01,4.446101961312441974e-06,-2.464260560193461402e-01,8.767780227654625724e-01,8.769522012511915543e-01,1.140525811195057804e+00
3.701456106867093729e-04,-4.345550436451531921e-07,-1.189274332657197246e-06,1.281045452086934988e+00,-2.417919580590920658e-01,2.281045736864378615e+00,-2.464088056444138641e-01,3.821535787605293208e-06,-2.464197586539525198e-01,8.767888692326238909e-01,8.769655685080567364e-01,1.140522868432335413e+00
3.805106303971949764e-04,-4.468023468232859458e-07,1.867712733572723287e-06,1.281042075662734758e+00,-2.434160082611045439e-01,2.281042360436757566e+00,-2.464176966923980472e-01,3.264708802323412649e-06,-2.464118048250409088e-01,8.767965120563026016e-01,8.769724503895952594e-01,1.140521180218524666e+00
3.856881019218147627e-04,-4.529213002890019896e-07,-5.610814521607740398e-06,1.281043155669017164e+00,-2.440046467710138833e-01,2.281043440444134429e+00,-2.464266086155540436e-01,7.281133663127338146e-06,-2.464143241672247797e-01,8.767983635313089108e-01,8.769739654141773810e-01,1.140521720222213098e+00
3.912622309484751560e-04,-4.595097343400178760e-07,-1.316883108718726271e-05,1.281044529622732631e+00,-2.445159055927342284e-01,2.281044814399241005e+00,-2.464364174971439003e-01,1.312692154731329374e-05,-2.464175110793062895e-01,8.767990968087483461e-01,8.769739633434580073e-01,1.140522407199766830e+00
3.965547291067624577e-04,-4.657658235165067248e-07,-5.705592399738296905e-06,1.281045908948896139e+00,-2.448908034394153277e-01,2.281046193726802951e+00,-2.464296051744519489e-01,1.074215499765229791e-05,-2.464182947046494598e-01,8.767958194434848362e-01,8.769705553549510535e-01,1.140523096863547359e+00
4.011057339875915336e-04,-4.711457529443142340e-07,6.986017070628483825e-07,1.281046102925475161e+00,-2.451498388779216608e-01,2.281046387703578038e+00,-2.464232032886869428e-01,9.751520043513316904e-06,-2.464184412390539036e-01,8.767933480008466285e-01,8.769684596487994366e-01,1.140523193851935124e+00
4.081611754809760882e-04,-4.794867649374679832e-07,-4.116185814379578727e-07,1.281040730324124022e+00,-2.454730953623382173e-01,2.281041015096783475e+00,-2.464231547154057400e-01,8.693204532182819327e-06,-2.464176514824381325e-01,8.767929955229484262e-01,8.769684779515757311e-01,1.140520507548537621e+00
4.152881825729144542e-04,-4.879128456232920825e-07,-4.606931526289964898e-06,1.281036343565391755e+00,-2.457136703119110199e-01,2.281036628333605876e+00,-2.464197523894927078e-01,7.697104048571874965e-06,-2.464143643980414855e-01,8.767928481319503531e-01,8.769679576673576893e-01,1.140518314166949043e+00
4.213658349962088830e-04,-4.950985781381781354e-07,-8.253938715265403178e-06,1.281040721114653946e+00,-2.458732700285923556e-01,2.281041005887303630e+00,-2.464227201201880380e-01,8.256106655013851245e-06,-2.464168572627801479e-01,8.767900724018217185e-01,8.769650666240373926e-01,1.140520502943797920e+00
4.284117465682521129e-04,-5.034293445737728705e-07,3.780847869426748304e-07,1.281045000296114900e+00,-2.460139377914834780e-01,2.281045285073100892e+00,-2.464230240841643882e-01,6.579272359039151609e-06,-2.464227862382306344e-01,8.767879261120341550e-01,8.769631150042491718e-01,1.140522642536696329e+00
4.323834280235893876e-04,-5.081253706567645428e-07,3.077231293525307665e-06,1.281044506156565177e+00,-2.460739558915272240e-01,2.281044790933050237e+00,-2.464199439161541549e-01,6.091464572007294497e-06,-2.464219072210574180e-01,8.767874056420704720e-01,8.769627788534160029e-01,1.140522395466671224e+00
4.401800760130482088e-04,-5.173440957920623923e-07,3.319134734620868179e-07,1.281040349634130937e+00,-2.461616076736286018e-01,2.281040634406404255e+00,-2.464109199439322717e-01,5.352480755145607255e-06,-2.464108376192802596e-01,8.767893752298742127e-01,8.769649970470376754e-01,1.140520317203348233e+00
4.501298706919348511e-04,-5.291089009543339539e-07,-7.718975183994001416e-07,1.281043714272518841e+00,-2.462411616509035117e-01,2.281043999048201876e+00,-2.464068704515924857e-01,1.493309151544984823e-06,-2.464123141791496607e-01,8.767838247589283540e-01,8.769584327354680298e-01,1.140521999524246599e+00
4.619300953421190100e-04,-5.430618877007497845e-07,1.160520727004746411e-06,1.281047607755555706e+00,-2.463313232545158160e-01,2.281047892535184030e+00,-2.464330235549204995e-01,1.471525884310403370e-06,-2.464255876835694803e-01,8.767844393267276715e-01,8.769608956256352839e-01,1.140523946267737898e+00
4.717343886263335000e-04,-5.546549255013169049e-07,3.166875710745278768e-06,1.281046073150686748e+00,-2.463501155693504086e-01,2.281046357928759871e+00,-2.464165526496813474e-01,3.611003705364520227e-06,-2.464117177591679808e-01,8.767989116034232699e-01,8.769746686066071106e-01,1.140523178964525819e+00
4.800206960782827975e-04,-5.644530786450998662e-07,-5.209816882128172721e-06,1.281046722533156323e+00,-2.463723609540799941e-01,2.281047007311887587e+00,-2.464208453829990486e-01,6.215031296329100910e-06,-2.464214536722657556e-01,8.767970800966309319e-01,8.769720688959924404e-01,1.140523503656089677e+00
4.841603359696166828e-04,-5.693480128348817180e-07,-3.938889980052681388e-06,1.281047726693715250e+00,-2.463796162529037770e-01,2.281048011473463699e+00,-2.464187222744862460e-01,4.691614295301222681e-06,-2.464182141919849522e-01,8.767954037336155304e-01,8.769706125253929896e-01,1.140524005736877955e+00
4.913103115550904393e-04,-5.778025458080549458e-07,7.974319495366137324e-07,1.281049073081853562e+00,-2.463804475929180227e-01,2.281049357862966254e+00,-2.464091133361155095e-01,3.732623931453894193e-06,-2.464101993147687630e-01,8.767951425611131278e-01,8.769708550687294046e-01,1.140524678931629232e+00
5.006316758698084414e-04,-5.888246721877535430e-07,1.833308385268445190e-06,1.281044606945181963e+00,-2.463912086799173728e-01,2.281044891721769385e+00,-2.464113291005599060e-01,3.022990377147070156e-06,-2.464150136242815592e-01,8.767966535131086481e-01,8.769718248041249442e-01,1.140522445861030576e+00
5.101845538779402637e-04,-6.001205713907552077e-07,-2.403071397118758065e-06,1.281044063846888958e+00,-2.463944896628097736e-01,2.281044348622926154e+00,-2.464077266145821010e-01,2.702531366501882717e-06,-2.464083053635972576e-01,8.767938091593343586e-01,8.769688768589476435e-01,1.140522174311609183e+00
5.176302503064513904e-04,-6.089248204492455663e-07,1.047586089932524591e-06,1.281047136157287936e+00,-2.464011356313950407e-01,2.281047420936438197e+00,-2.464116281467038372e-01,1.628938679665192549e-06,-2.464207750780134376e-01,8.767908758929502389e-01,8.769657291215705586e-01,1.140523710468364982e+00
5.224588125510800816e-04,-6.146344121402304425e-07,1.259154385367198279e-06,1.281047679642037584e+00,-2.464076849729123775e-01,2.281047964421738961e+00,-2.464177073299772258e-01,2.033093222430539056e-06,-2.464248637177393342e-01,8.767901251328323875e-01,8.769661925409236725e-01,1.140523982211015142e+00
5.302146480316594643e-04,-6.238053971870746947e-07,-7.093201267607855994e-06,1.281045956447327994e+00,-2.464225932106438866e-01,2.281046241225282767e+00,-2.464302473592829834e-01,7.898045687359500950e-06,-2.464174668102988019e-01,8.767982143253205685e-01,8.769744895908386795e-01,1.140523120612787267e+00
5.357259284501893681e-04,-6.303222822495069632e-07,-5.938410316784190213e-06,1.281045641832038839e+00,-2.464228608298938694e-01,2.281045926609674979e+00,-2.464275505349764195e-01,6.694236968143581039e-06,-2.464201540426038117e-01,8.767964487311245003e-01,8.769710924672330377e-01,1.140522963304983373e+00
5.427399946703493228e-04,-6.386161580143854483e-07,-1.527406017994235727e-06,1.281046509748489770e+00,-2.464215025699221795e-01,2.281046794527005428e+00,-2.464244447503490809e-01,6.031200765054080596e-06,-2.464240090822326923e-01,8.767889107428558093e-01,8.769625198603795413e-01,1.140523397263648597e+00
5.507828094369987505e-04,-6.481264932843030663e-07,7.475974143639273541e-06,1.281042252380980573e+00,-2.464110748728527700e-01,2.281042537155182348e+00,-2.464115832195126199e-01,7.522013329653383117e-06,-2.464184933741215000e-01,8.767771634855865415e-01,8.769527753790535840e-01,1.140521268577737057e+00
5.559182601910954208e-04,-6.541989773815775593e-07,2.347140411787535759e-06,1.281039913529580021e+00,-2.464086092566462882e-01,2.281040198301411248e+00,-2.464104547036496118e-01,5.600264648668818129e-06,-2.464140516827952598e-01,8.767839897144290573e-01,8.769607967880217458e-01,1.140520099150851951e+00
