time,state,q,residual,candidate,denominator,target,stagepeak
2.400803375757521471e-04,1.762592184807942844e-07,5.927958581077358069e-06,1.917011674414035083e+00,-5.690926336859234436e-01,3.222682214337138085e+00,-5.690927238953898959e-01,6.012826107482576901e-06
2.500030818418557733e-04,1.836020486980188024e-07,5.272717580612354175e-06,1.917010365778545333e+00,-5.690953148188691024e-01,3.222680469489844324e+00,-5.690956054318625501e-01,5.346167378988451648e-06
2.515966765867963897e-04,1.847813087223953819e-07,4.873485346501790793e-06,1.917010039759734052e+00,-5.690953888669002536e-01,3.222680034798102611e+00,-5.690953162557043088e-01,5.064146461940825978e-06
2.571660014084738394e-04,1.889026087863670330e-07,2.521352654495519463e-06,1.917006261380937104e+00,-5.690943247827813245e-01,3.222674996959781879e+00,-5.690940646003981307e-01,2.840333937531388566e-06
2.610203759728033372e-04,1.917548457531281275e-07,7.698736309278339448e-07,1.917003038283202621e+00,-5.690934218390570898e-01,3.222670699496199997e+00,-5.690933865267366887e-01,1.124238814026874820e-06
2.682813246176326215e-04,1.971279473522144409e-07,-3.705523397574358210e-06,1.916994944518265021e+00,-5.690939108317213391e-01,3.222659907809776847e+00,-5.690939691498002606e-01,4.332007763020004042e-06
2.704225213074183285e-04,1.987124327850388093e-07,-4.920450569664382459e-06,1.916992391317219768e+00,-5.690939799025079848e-01,3.222656503541767137e+00,-5.690937765125412273e-01,4.993993103747413435e-06
2.716093150703763315e-04,1.995906601043919547e-07,-4.489400022463418534e-06,1.916991525253936013e+00,-5.690933250382851361e-01,3.222655348790739893e+00,-5.690925006408736886e-01,4.555175730590651187e-06
2.737752233178967543e-04,2.011934320884203921e-07,-2.653021685466124395e-06,1.916992734185899883e+00,-5.690912981773652568e-01,3.222656960700001072e+00,-5.690903959650537303e-01,3.159928285616232165e-06
2.777931222955763637e-04,2.041666771106233473e-07,1.244457319718500333e-06,1.916999353888221291e+00,-5.690883894404588084e-01,3.222665786969631352e+00,-5.690877797209662470e-01,2.223063036549902370e-06
2.802019323546334358e-04,2.059491964214917833e-07,3.557529683086002248e-06,1.917003833626190534e+00,-5.690869931063681220e-01,3.222671759953501081e+00,-5.690866557619786992e-01,4.110116213937204780e-06
2.810332520662108717e-04,2.065643729621852455e-07,3.507472196182454522e-06,1.917005146691333817e+00,-5.690871234326611017e-01,3.222673510706999700e+00,-5.690877277953980684e-01,3.480640566584885309e-06
2.824074283398692519e-04,2.075812633288292666e-07,2.264746505077210575e-06,1.917005659420698338e+00,-5.690885351881111998e-01,3.222674194346141441e+00,-5.690898013169233272e-01,2.721248558472707544e-06
2.845478860710899931e-04,2.091652019316820005e-07,-4.522150909663993568e-07,1.917002753257044390e+00,-5.690911495411038468e-01,3.222670319461327537e+00,-5.690922372488480541e-01,1.783651970942578700e-06
2.886952422845335273e-04,2.122342453002196134e-07,-6.051347226668402151e-06,1.916992752731778937e+00,-5.690947842956355363e-01,3.222656985427839071e+00,-5.690955454282529136e-01,7.408092012630050731e-06
2.902560525858804952e-04,2.133892448367808749e-07,-8.086037496775036655e-06,1.916988723380953274e+00,-5.690959542477113109e-01,3.222651612960151901e+00,-5.690966833538999570e-01,8.833655643059219403e-06
2.911698005278666825e-04,2.140654182632228592e-07,-8.110405847030146775e-06,1.916986750619972701e+00,-5.690964298356973039e-01,3.222648982612216439e+00,-5.690967139583834600e-01,8.139550445875470898e-06
2.925311964276677596e-04,2.150728511536109851e-07,-6.905202785427085675e-06,1.916985824426366003e+00,-5.690965363686267819e-01,3.222647747687426012e+00,-5.690965288784066711e-01,7.267202483961791795e-06
2.945529057065207493e-04,2.165689159078189643e-07,-4.376526601798477399e-06,1.916988252090766176e+00,-5.690968016250628203e-01,3.222650984573244504e+00,-5.690971200519076012e-01,5.138218553634354892e-06
2.982655155795501138e-04,2.193162470076894967e-07,5.810090085127997689e-07,1.916996926540402546e+00,-5.690988772529368411e-01,3.222662550505920986e+00,-5.690995752082302905e-01,1.923235802566491109e-06
3.001989605414648364e-04,2.207469961720156594e-07,3.135080789069922506e-06,1.917001860238506605e+00,-5.691002421000214140e-01,3.222669128769962033e+00,-5.691007230714348886e-01,4.074049714703694648e-06
3.010497659478976202e-04,2.213765921254477367e-07,3.423374537973362805e-06,1.917003799992539781e+00,-5.691004586979639956e-01,3.222671715108633705e+00,-5.691006136110049463e-01,3.396526004129465066e-06
3.024671914085018984e-04,2.224254868874119848e-07,2.745009397234343177e-06,1.917005340060055296e+00,-5.691006408694899710e-01,3.222673768531957528e+00,-5.691007186235176318e-01,2.934501247697410503e-06
3.046831444060648882e-04,2.240652919821957004e-07,9.248309040746894601e-07,1.917004027709257263e+00,-5.691003850005081910e-01,3.222672018730919685e+00,-5.691000655726061730e-01,1.474697714089001573e-06
3.092475257249718184e-04,2.274429339036420408e-07,-3.152147853180853935e-06,1.916996858817794580e+00,-5.690979132641648119e-01,3.222662460209111845e+00,-5.690972660780818648e-01,4.050272525700127118e-06
3.108399913340792616e-04,2.286213583654642710e-07,-4.455243439485989234e-06,1.916994159531771436e+00,-5.690968934407316659e-01,3.222658861161134425e+00,-5.690962618381094629e-01,5.089146486150040423e-06
3.142605910732014680e-04,2.311526019812303496e-07,-6.128386329085180510e-06,1.916989870442795452e+00,-5.690946668150823617e-01,3.222653142375918822e+00,-5.690940535165055492e-01,6.568405310724875198e-06
3.200084554310299550e-04,2.354060212841780257e-07,-8.619915225910984683e-06,1.916984910636253092e+00,-5.690914793204502331e-01,3.222646529300627449e+00,-5.690909547453385509e-01,9.037651569440264710e-06
3.208141329633665490e-04,2.360022226129346227e-07,-8.468267488077488796e-06,1.916984346099807057e+00,-5.690911367748043848e-01,3.222645776585376876e+00,-5.690907062692617258e-01,8.497482618276724613e-06
3.221817071437909491e-04,2.370142274297392643e-07,-7.041381349426238879e-06,1.916984619506375775e+00,-5.690904051713426837e-01,3.222646141127463171e+00,-5.690898112483682159e-01,7.556498201935675078e-06
3.244564168331015488e-04,2.386975124721441729e-07,-3.796468207276649393e-06,1.916988619617969070e+00,-5.690893052604473201e-01,3.222651474609508515e+00,-5.690889818279155632e-01,4.694648679901638614e-06
3.290756207000079011e-04,2.421157230740180767e-07,3.170111533207377122e-06,1.917001314303530046e+00,-5.690887675263147649e-01,3.222668400856670612e+00,-5.690887526949771624e-01,4.683550275898503406e-06
3.303914014870230182e-04,2.430894007823654052e-07,5.058171407670678416e-06,1.917005108466243168e+00,-5.690888198970128764e-01,3.222673459740212909e+00,-5.690891405800730940e-01,6.079547909555887420e-06
3.315973406283555898e-04,2.439817956790531763e-07,5.769518128673287109e-06,1.917008082450863293e+00,-5.690897199519457939e-01,3.222677425052980382e+00,-5.690907913583023170e-01,6.070762661083040930e-06
3.338210850422953504e-04,2.456273664200802568e-07,6.027561196361186661e-06,1.917010808302582303e+00,-5.690924262267474942e-01,3.222681059521885327e+00,-5.690936268769879458e-01,6.054562716536012063e-06
3.380633264897305880e-04,2.487666248518671291e-07,6.029280523308008913e-06,1.917011600601135957e+00,-5.690968073172030239e-01,3.222682115919940582e+00,-5.690977360368862925e-01,6.061988195448181436e-06
3.404348540189983965e-04,2.505215550895671419e-07,5.919874914436840422e-06,1.917011587057975808e+00,-5.690987994428815533e-01,3.222682097862394457e+00,-5.690989792884288967e-01,6.008384448826647678e-06
3.419334553920622155e-04,2.516305200209182373e-07,4.786731548064255005e-06,1.917010933403850315e+00,-5.690982915977073064e-01,3.222681226323573345e+00,-5.690976557708130601e-01,5.254488948616281246e-06
3.448904892492708567e-04,2.538187249079464309e-07,1.587033447294719715e-06,1.917006430039181586e+00,-5.690956644253771790e-01,3.222675221837437931e+00,-5.690945874671964333e-01,2.339931434181260104e-06
3.500036875000000071e-04,2.576024913237288593e-07,-4.204258123079700244e-06,1.916995611094958640e+00,-5.690895639925920291e-01,3.222660796578688647e+00,-5.690883316781444323e-01,5.331407516805967998e-06
3.500058115405080468e-04,2.576040631135844170e-07,-4.206645571644433591e-06,1.916995606485160097e+00,-5.690895613799974440e-01,3.222660790432291034e+00,-5.690883336807956994e-01,5.329250078728676521e-06
3.500059735972661421e-04,2.576041830355757118e-07,-4.206827329244627810e-06,1.916995606133449437e+00,-5.690895441574634894e-01,3.222660789963343042e+00,-5.690883338332701769e-01,5.329085473854491568e-06
3.500102235393225689e-04,2.576073279902146888e-07,-4.211573863757478903e-06,1.916995596909895516e+00,-5.689846257972288601e-01,3.222660777665271592e+00,-5.690883378156813555e-01,5.324768707399549169e-06
3.504305775150861994e-04,2.579183678664136186e-07,-4.515036991396837483e-06,1.916994702294915198e+00,-5.606833831174761196e-01,3.222659584845315450e+00,-5.690886039974862864e-01,4.897805274738332578e-06
3.514286592213244301e-04,2.586567285843545346e-07,-4.383952777442829658e-06,1.916993071104100776e+00,-5.514226471728539414e-01,3.222657409924262417e+00,-5.690887358098879467e-01,4.412360389919983323e-06
3.531428096970793784e-04,2.599243045212069635e-07,-3.065380717740511934e-06,1.916992743818213274e+00,-5.483792933973750117e-01,3.222656973543085002e+00,-5.690890291089050201e-01,3.457642299340186178e-06
3.558355203512926913e-04,2.619142866515318440e-07,-4.171358586838496130e-07,1.916996280892573790e+00,-5.498021128971871674e-01,3.222661689642162486e+00,-5.690905826738087425e-01,1.036405033314287005e-06
3.600139240763483291e-04,2.649996223919314712e-07,3.819864846919595094e-06,1.917004140137051671e+00,-5.528365144930270647e-01,3.222672168634643786e+00,-5.690937787520421454e-01,4.816713359041633203e-06
3.609145689163853498e-04,2.656642856054435772e-07,4.293257718386387822e-06,1.917005783946519326e+00,-5.534340610554588924e-01,3.222674360380567649e+00,-5.690932381667113127e-01,4.470063131486097777e-06
3.626670636013219653e-04,2.669572571180412463e-07,4.082627613227125738e-06,1.917007527897643948e+00,-5.545342702262725521e-01,3.222676685648699024e+00,-5.690925431158914138e-01,4.131916609692991315e-06
3.657547261529891743e-04,2.692342766046246472e-07,2.986994998094159372e-06,1.917006819184904121e+00,-5.562871328434717544e-01,3.222675740698393465e+00,-5.690904492484828436e-01,3.253803856684677581e-06
3.700278490671681225e-04,2.723836206658303226e-07,1.347396678508147587e-06,1.917003857675144696e+00,-5.583687377126218543e-01,3.222671792018772852e+00,-5.690869124998176876e-01,1.632922326693783465e-06
3.710781604471406541e-04,2.731574122686396502e-07,1.445648993560516990e-06,1.917003229264514719e+00,-5.588263014741684520e-01,3.222670954137945465e+00,-5.690865733435025442e-01,1.854713882985857375e-06
3.731635786967414919e-04,2.746934768563692517e-07,2.792343139607906897e-06,1.917003793421597546e+00,-5.596778093396972409e-01,3.222671706347377985e+00,-5.690856646309893074e-01,3.559857686833318245e-06
3.771611017944065522e-04,2.776368788828088072e-07,6.010626318167779929e-06,1.917009017033678875e+00,-5.611180429736585262e-01,3.222678671163382358e+00,-5.690850020684100619e-01,6.828434391872035296e-06
