time,state,candidate,raw,geometry,next,num,den,ca,cb,port_ratio,corrected,negative
1.641711877603300066e-05,3.796955223947899860e+00,3.796955236120389987e+00,3.789680212297899864e+00,3.789680212297899864e+00,5.112254721687920167e+00,4.894617486366760417e+00,3.633515275696220126e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.465959863078639680e-01,3.768179472651259854e+00,-3.771354243605950174e+00
1.691711877603299926e-05,3.840240257809869995e+00,3.840240269976709975e+00,3.834064598466819795e+00,3.834064598466819795e+00,5.118270238174170039e+00,4.925356495211450358e+00,3.695086203047380113e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.398148751578179860e-01,3.813450980200019824e+00,-3.816176053097089849e+00
1.741711877603300125e-05,3.877280022686590222e+00,3.877280034848240131e+00,3.872045098450640044e+00,3.872045098450640044e+00,5.122739642134770399e+00,4.952283316719570117e+00,3.749021233264230091e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.451646398538279925e-01,3.852190605553400093e+00,-3.854530863912180028e+00
1.791711877603299985e-05,3.908975601035800107e+00,3.908975613192770204e+00,3.904545680378920025e+00,3.904545680378920025e+00,5.126092080529920381e+00,4.975786176148080386e+00,3.796097990284229784e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.505821463318860465e-01,3.885340784413719994e+00,-3.887351750203059897e+00
1.841711877603299845e-05,3.936098064967029853e+00,3.936098077119820182e+00,3.932357000033090078e+00,3.932357000033090078e+00,5.128629665899899770e+00,4.996235459009810143e+00,3.837058364635439922e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.552180019212510143e-01,3.913707975589329813e+00,-3.915437159934600064e+00
1.891711877603300044e-05,3.959307234447889901e+00,3.959307246596960095e+00,3.956155635473320054e+00,3.956155635473320054e+00,5.130573101017709803e+00,5.013987712881839975e+00,3.872616529148699804e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.591849850956099655e-01,3.937982280068439866e+00,-3.939470339075370031e+00
1.941711877603299904e-05,3.979167729031139800e+00,3.979167741176940165e+00,3.976520546446939974e+00,3.976520546446939974e+00,5.132067132923189945e+00,5.029365839839710084e+00,3.903419263957220053e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.625796023787150490e-01,3.958754229405850200e+00,-3.960035953219279925e+00
1.991711877603300103e-05,3.996162703599980048e+00,3.996162715742909821e+00,3.993947158993909952e+00,3.993947158993909952e+00,5.133228738717249939e+00,5.042661528822749872e+00,3.930050828579060074e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.654844361005279874e-01,3.976529151840670018e+00,-3.977634310999500045e+00
2.041711877603299963e-05,4.010705602286860127e+00,4.010705614427290122e+00,4.008859417891359911e+00,4.008859417891359911e+00,5.134139513697020263e+00,5.054139224677469677e+00,3.953040912000429952e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.679701534134580010e-01,3.991739465636070072e+00,-3.992693535314120190e+00
2.091711877603300162e-05,4.023150216508549981e+00,4.023150228646800386e+00,4.021620100142429877e+00,4.021620100142429877e+00,5.134859311445279850e+00,5.064034666971189758e+00,3.972861705886550077e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.700972254428799735e-01,4.004755198706219765e+00,-4.005579978457830315e+00
2.141711877603300022e-05,4.033799291803729758e+00,4.033799303940080350e+00,4.032539640410099935e+00,4.032539640410099935e+00,5.135432499067530188e+00,5.072556581842119883e+00,3.989931293395439837e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.719173983944940476e-01,4.015892990446220168e+00,-4.016607134533529688e+00
2.191711877603299882e-05,4.042911892855239664e+00,4.042911904989959559e+00,4.041883683096170188e+00,4.041883683096170188e+00,5.135892214957739732e+00,5.079888748231489615e+00,4.004617787887419844e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.734749524067480397e-01,4.025423794756290086e+00,-4.026043265959530437e+00
2.241711877603300081e-05,4.050709705869260269e+00,4.050709718002569737e+00,4.049879544788029584e+00,4.049879544788029584e+00,5.136263404739429994e+00,5.086192239719840025e+00,4.017243823373750189e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.748077787730240029e-01,4.033579471655020399e+00,-4.034117929606019892e+00
2.291711877603290116e-05,4.057382431631969766e+00,4.057382443764049995e+00,4.056721744288109832e+00,4.056721744288109832e+00,5.136564993213820429e+00,5.091607696643749570e+00,4.028091105617639833e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.759483017395869764e-01,4.040558427838839783e+00,-4.041027561324839645e+00
