time_since_step,delta,target
1.474102615854025900e-07,-5.910528351419808146e-03,-6.000000035762786954e-01
1.488707460010316218e-07,-6.022473137587251897e-03,-6.000000035762786954e-01
1.503414760852523463e-07,-6.136152139025013476e-03,-6.000000035762786954e-01
1.518225007743158653e-07,-6.251586011411939051e-03,-6.000000035762786954e-01
1.533138692547003656e-07,-6.368795574895743002e-03,-6.000000035762786954e-01
1.548156309685660113e-07,-6.487801814752007686e-03,-6.000000035762786954e-01
1.563278356200094353e-07,-6.608625882111818402e-03,-6.000000035762786954e-01
1.578505331737898015e-07,-6.731289094081965851e-03,-6.000000035762786954e-01
1.593837738598079148e-07,-6.855812934310386193e-03,-6.000000035762786954e-01
1.609276081750577857e-07,-6.982219053337969036e-03,-6.000000035762786954e-01
1.624820868886681698e-07,-7.110529269194021222e-03,-6.000000035762786954e-01
1.640472610428580212e-07,-7.240765567648158214e-03,-6.000000035762786954e-01
1.656231819577273106e-07,-7.372950102766285575e-03,-6.000000035762786954e-01
1.672099012333170100e-07,-7.507105197231697148e-03,-6.000000035762786954e-01
1.688074707510253312e-07,-7.643253342597044510e-03,-6.000000035762786954e-01
